1789777167,print,1,0.365,0.838,104
1789777167,print,2,0.392,0.848,105
1789777167,print,3,0.375,0.839,104
1789777167,print,4,0.495,0.898,105
1789777167,print,5,0.531,0.904,111
1789777172,print,1,0.454,0.878,100
1789777172,print,2,0.528,0.895,102
1789777172,print,3,0.523,0.901,102
1789777172,print,4,0.497,0.897,101
1789777172,print,5,0.556,0.908,104
